Price,Close,High,Low,Open,Volume
Ticker,UNH,UNH,UNH,UNH,UNH
Date,,,,,
2014-01-02,61.49874496459961,62.09253833495543,61.44926428108673,61.77915018595665,3067000
2014-01-03,61.93587112426758,62.48018407484689,61.523515116393554,61.688461294775166,3206400
2014-01-06,61.226593017578125,62.19975304619491,61.12763164344639,62.19975304619491,3424500
2014-01-07,63.098724365234375,63.77498803375659,61.8039266233545,61.8039266233545,6542500
2014-01-08,62.36471939086914,63.05747440276015,62.249260222220634,62.9502641153159,6172200
2014-01-09,62.744075775146484,62.87602639237538,62.38944944651945,62.38944944651945,6291500
2014-01-10,61.605953216552734,62.925496793344024,61.482251511772375,62.843020600757,6632200
2014-01-13,60.979183197021484,61.853375558120014,60.76475639997913,61.58121919557211,5248700
2014-01-14,61.04518127441406,61.309088870526224,60.773031088336786,61.069927920469645,5783900
2014-01-15,61.72142028808594,61.737918045549,61.02041660512747,61.02041660512747,7043300
2014-01-16,60.006046295166016,61.721442456436144,59.50297147671973,61.135897697206715,8892800
2014-01-17,59.80810546875,60.30293765272787,59.626674132284386,60.30293765272787,5551300
2014-01-21,60.33592987060547,60.71529661625886,59.71739590207328,59.97305459560965,6379300
2014-01-22,60.53386306762695,60.97095942818568,60.40190612524143,60.88848948522139,4864700
2014-01-23,60.36891555786133,60.77302896596195,59.78337079606311,59.95655956008344,5050300
2014-01-24,59.04936981201172,60.13798925045472,58.867932190262486,60.0637682008586,5523600
2014-01-27,59.09061050415039,59.544198286283184,58.670005661910515,58.8102051786396,4233600
2014-01-28,59.14008712768555,59.67615109874102,58.9421580417143,59.090606429205785,2932700
2014-01-29,58.76896286010742,60.17097036106911,58.422579132578534,58.876173125740465,6005100
2014-01-30,60.039031982421875,60.2369610870172,58.99164429099713,59.13184381124996,4254000
2014-01-31,59.610172271728516,59.667901850282895,58.92565991740358,59.27204368078203,4291500
2014-02-03,58.34009552001953,59.55242255168727,58.257625620270375,59.49469299265785,4526100
2014-02-04,58.15044021606445,58.55454730186595,57.56489549809212,58.38960743192122,4646100
2014-02-05,58.40608596801758,58.719474168333576,57.58962309610792,57.680341892103584,4394300
2014-02-06,58.44732666015625,58.60401762122609,57.80404618041899,58.364850447743954,4765600
2014-02-07,58.85143280029297,59.09059997022297,57.820543080966154,58.142180170032,6902900
2014-02-10,57.51539993286133,58.61226815149786,57.37520043509473,58.480317533615114,7774000
2014-02-11,58.24116897583008,58.44734699448871,57.38346766316371,57.53191608828008,5543000
2014-02-12,57.92775344848633,58.80195221060751,57.71333291676645,58.480315120976165,4120600
2014-02-13,58.72773361206055,58.950409348488996,57.67210338736222,57.837043250451664,3788000
2014-02-14,60.632843017578125,60.89675069097136,58.554570876113345,58.686527858837586,6848800
2014-02-18,60.88848876953125,61.54001200778171,60.57509418107597,60.63282376967775,5538400
2014-02-19,60.657569885253906,61.28434647258279,60.55035329874915,60.657569885253906,3926500
2014-02-20,60.59982681274414,61.11939299000985,60.39364885940908,60.69878820343182,4134000
2014-02-21,60.87197494506836,61.1111421181876,60.48435939870446,60.558586731352584,4552300
2014-02-24,62.68635177612305,63.31312827480085,61.02867913513724,61.144138295001696,9559000
2014-02-25,62.11729049682617,62.79355389907105,61.96059324648419,62.66160328724476,3761800
2014-02-26,62.72758102416992,62.78531060173625,61.67195086749881,62.12554489984283,5433200
2014-02-27,62.694576263427734,63.01621959253056,62.34819888384068,62.49664723109949,4227300
2014-02-28,63.72548294067383,64.08835817416467,62.51316178633816,62.71109087185489,6176600
2014-03-03,63.585296630859375,63.88219346678056,63.11521102265976,63.255410558496564,3673400
2014-03-04,64.43475341796875,64.79762875154078,63.94817630436436,64.11311620577679,5164500
2014-03-05,64.31927490234375,64.739879704235,63.98114631843072,64.54195062360172,3917600
2014-03-06,64.0306396484375,64.60793553586994,63.95641858807616,64.45124453331158,4200500
2014-03-07,63.83269500732422,64.38525040694462,63.53579825396513,64.33576971206868,3434700
2014-03-10,64.22854614257812,64.24504390043789,63.59352089010034,63.73372037165308,2986400
2014-03-11,64.14607238769531,64.69862769393465,63.93164559271786,64.25328893120938,3471200
2014-03-12,64.22884368896484,64.31161155610083,63.92260194908335,63.9639827252596,2875400
2014-03-13,63.74053192138672,64.64271273481674,63.69914481544823,64.36130062174946,3178600
2014-03-14,62.65621566772461,63.748767700676275,62.61483490032333,63.748767700676275,5128700
2014-03-17,63.53360366821289,63.748798919561516,62.9790455433762,63.020432645827604,3517900
2014-03-18,64.55995178222656,64.60133889261692,63.541888225616184,63.70743035239119,3670800
2014-03-19,66.18220520019531,66.463623566746,64.51027130992733,64.61786892122896,9060100
2014-03-20,67.48168182373047,67.53134128920138,65.7435310696188,65.8676860480806,7786500
2014-03-21,67.32440948486328,68.9632410902872,67.29130738880384,68.02795216440802,11828100
2014-03-24,67.2747573852539,67.63894362958324,66.9271285055492,67.5810054829658,5306200
2014-03-25,67.12577056884766,67.99484905559233,67.0264516433574,67.53133758242922,4588800
2014-03-26,67.48995971679688,68.11900696946996,67.10094373573305,67.44030025190683,6910000
2014-03-27,67.0595474243164,67.7879198214738,66.86090327726602,67.5230588538121,5453900
2014-03-28,67.55616760253906,68.16037872798933,67.25819822307902,67.37407450233752,4787400
2014-03-31,67.86241912841797,68.09417172033365,67.38236289435741,67.9369146414106,3513700
2014-04-01,67.73826599121094,68.73977821387386,67.52307075845954,68.16039040355125,4339800
2014-04-02,67.54790496826172,67.6555025917679,67.26648656979039,67.48996681486837,3832100
2014-04-03,68.07759857177734,68.16036642562544,67.53959804959099,67.58098513390628,4214700
2014-04-04,67.48168182373047,68.64045109806644,67.34925447754652,68.44180692139825,4788100
2014-04-07,67.10922241210938,67.85414595931522,66.83608272566983,67.45685129587729,5286700
2014-04-08,66.76158905029297,67.49823386567911,66.30635627009522,67.10093922888981,4044900
2014-04-09,67.36579895019531,67.50650496514741,66.62915414864149,66.87746408132017,3308900
2014-04-10,66.20703887939453,67.86242181845027,66.03322442856785,67.39063793341077,4850000
