Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2014-01-02,60.51835632324219,61.13112493645152,60.29994383989541,61.03405066440582,11028100
2014-01-03,60.37273025512695,60.77314992749313,60.14824954430884,60.530468953670365,9295600
2014-01-06,60.463741302490234,60.754954792654466,59.99657957841746,60.63361660987854,11848500
2014-01-07,61.31917190551758,61.41017783585528,60.318115929310665,60.43339041632201,11187000
2014-01-08,61.11897277832031,61.39199062737657,60.76102190598051,61.39199062737657,11180400
2014-01-09,60.5244140625,60.90663352729148,60.08152087388791,60.79135900653863,11674300
2014-01-10,60.98550033569336,61.052237726098795,60.136123782815154,60.66394997942446,10535400
2014-01-13,59.790313720703125,60.73069636605,59.620433756207596,60.615426461801285,12110900
2014-01-14,60.1361198425293,60.22712116097855,59.85097003470897,59.941975981912975,9265000
2014-01-15,59.92985916137695,60.275678171854636,59.83885318414466,60.160408254199595,9425500
2014-01-16,60.026912689208984,60.08758177680756,59.60828811589585,59.93590674343378,9421700
2014-01-17,60.1603889465332,60.87629067815231,59.86310254106737,60.17252091285099,15998000
2014-01-21,59.759944915771484,59.996557525340776,59.48086349496548,59.8024137270082,13847300
2014-01-22,59.3838005065918,60.03296938892272,59.35953194861864,59.99050056965824,11642800
2014-01-23,58.831703186035156,59.08651609005721,58.24927170737593,59.00157845538319,15393200
2014-01-24,57.545494079589844,58.39487500541941,57.527293820188746,58.35240619056561,14584300
2014-01-27,57.58797836303711,57.98840269243322,57.484840446224744,57.685052610922796,12474600
2014-01-28,58.03087615966797,58.194683180131776,57.49697701110833,57.8488642447035,10773600
2014-01-29,57.70327377319336,58.36457496858243,57.42419215258138,57.59406751914897,13191500
2014-01-30,57.02375793457031,57.606189647035315,56.45952648987674,57.02982623341272,14628400
2014-01-31,55.91347885131836,56.592979945177255,55.6343927549074,56.3320987384267,17361400
2014-02-03,54.63336181640625,56.00450111025049,54.38461248093762,55.767888372429766,20377900
2014-02-04,54.61515426635742,54.991310086318244,54.23293477662304,54.82750305607652,17414400
2014-02-05,54.34819793701172,54.97309832089071,54.22685513558815,54.791086433132655,16393600
2014-02-06,54.86754608154297,55.09972332101091,54.531495783527745,54.690356348183876,13646100
2014-02-07,55.34412384033203,55.37467090139175,54.836995079049046,55.06306570627527,12573800
2014-02-10,54.696475982666016,55.31358455793817,54.59871883913526,55.264703655403075,12237700
2014-02-11,55.50297164916992,55.6007334179924,54.62313903745612,54.7208961447409,13422800
2014-02-12,55.649627685546875,56.12620476932392,55.38078741816953,55.606858066785826,10752400
2014-02-13,55.86347198486328,55.99789210942156,55.23414563946638,55.35023193305337,9775300
2014-02-14,57.50095748901367,57.69647644267693,55.967352928428355,56.095661804750534,18260400
2014-02-18,57.47651290893555,57.87366206609731,57.042705407325975,57.47651290893555,12979300
2014-02-19,57.403202056884766,58.22194097109116,57.31155617900427,57.31155617900427,12227800
2014-02-20,58.27079772949219,58.51519285126865,57.2809807047602,57.342079485204316,14424300
2014-02-21,58.063072204589844,58.39912258149373,58.00808468557253,58.338023784294684,11282200
2014-02-24,58.9245719909668,59.41947823573658,58.29524561513887,58.417443191625146,16012500
2014-02-25,58.84514617919922,59.248406619030554,58.63129806483682,58.98567760380267,10663000
2014-02-26,58.52742004394531,59.181186835753735,58.36855947296669,58.99788581835236,9087600
2014-02-27,58.55797576904297,58.68628929713009,58.14250210300546,58.39911983610129,9101200
2014-02-28,58.82068634033203,59.16284787206809,58.5212990789085,58.63127873883478,12651400
2014-03-03,58.3502311706543,58.98566880247327,57.94086417545142,58.509091743993686,11896700
2014-03-04,58.973453521728516,59.18119501426135,58.57630903170659,59.01622314349422,12566100
2014-03-05,57.311527252197266,58.221911584786504,57.067127490944806,58.16691942427428,19829600
2014-03-06,57.287109375,57.39708907780713,56.98771733530643,57.232117192826664,12610400
